review,cleaned_review
"Tied with Mark David's Transitus as the best sauv blancs I've had. They managed to take a varietal I generally regard as simple with limited variation that attempts to win the crowd with sweetness, and made it into a sleek, finessed version that tamed the fruit and made this a serious wine. Reminds me of the new serious white zin trend, I could get used to more sauv blancs being made like this.",tied with mark davids transitus as the best sauv blancs ive had they managed to take a varietal i generally regard as simple with limited variation that attempts to win the crowd with sweetness and made it into a sleek finessed version that tamed the fruit and made this a serious wine reminds me of the new serious white zin trend i could get used to more sauv blancs being made like this
"An extremely well composed white Californian wine. Nice fragrance of jasmine, and honeysuckle. The palate is dominated by citrus, stone fruits and minerality. An exceptional fresh and delicate wine. I was introduced to this wine at a Danish restaurant. It is impossible to get this brand in Norway and Sweden (State monopoly in both countries). If anybody knows where to get hold of this wine please let me know. This wine got 93 points by Wine Spectator.

Highly recommended
             
Cheers my Vivino friends
","an extremely well composed white californian wine nice fragrance of jasmine and honeysuckle the palate is dominated by citrus stone fruits and minerality an exceptional fresh and delicate wine i was introduced to this wine at a danish restaurant it is impossible to get this brand in norway and sweden state monopoly in both countries if anybody knows where to get hold of this wine please let me know this wine got 93 points by wine spectator

highly recommended
             
cheers my vivino friends
"
"The Merry Edwards booth was a highlight of the wine show. There were six Pinot Noirs, a Chardonnay, and this outstanding Sauvignon Blanc. The addition of 30% Sauvignon Musqué gave this wine a completely new dimension, with notes of honeysuckle, cantaloupe, ginger, and white peach. A wet gravel minerality gave it some solid structure to balance the forward fruit. Far and away the most unique SB I've ever had. Worth every penny! ",the merry edwards booth was a highlight of the wine show there were six pinot noirs a chardonnay and this outstanding sauvignon blanc the addition of 30 sauvignon musqué gave this wine a completely new dimension with notes of honeysuckle cantaloupe ginger and white peach a wet gravel minerality gave it some solid structure to balance the forward fruit far and away the most unique sb ive ever had worth every penny 
"Last ME I had was the 2015. This is equally as good! Great SB with a wonderful balance of minerality, a citrusy fruit  forward taste and acidity. RRV never disappoints. This drives more to a feel of France than anything else produced in The USA. ",last me i had was the 2015 this is equally as good great sb with a wonderful balance of minerality a citrusy fruit  forward taste and acidity rrv never disappoints this drives more to a feel of france than anything else produced in the usa 
"Unusually rich and full-bodied Sauv Blanc - Russian River Valley does not disappoint.  High in alcohol at 14.1% but no trace of burn.  Moderate oak, smooth vanilla, caramelized pear.  Very, very good and terrific value.",unusually rich and fullbodied sauv blanc  russian river valley does not disappoint  high in alcohol at 141 but no trace of burn  moderate oak smooth vanilla caramelized pear  very very good and terrific value
"This has been one of my favorite Sauvignon Blanc's.  To the nose,  citrus and a slight floral aroma. The hits you right away, plenty of peach, apricot and pear flavors. A nice touch of lemon (and I'm not a lemon fan. A very nice dry finish and definitely a touch acidic with these fruits. A very good SB!!",this has been one of my favorite sauvignon blancs  to the nose  citrus and a slight floral aroma the hits you right away plenty of peach apricot and pear flavors a nice touch of lemon and im not a lemon fan a very nice dry finish and definitely a touch acidic with these fruits a very good sb
"Most Sauvignon Blancs are dry, boring, and uneventful—not this one! This is the first wine of this grape that I’ve enjoyed in a while.",most sauvignon blancs are dry boring and uneventfulnot this one this is the first wine of this grape that ive enjoyed in a while
"Light golden color with a nice nose that is soft, smooth and fruity on the palate, accenting the food flavors and recalling the sometimes cool sunny slopes of the Russian River Valley. Love this Sauvignon Blanc and it’s genius wine maker Merry Edwards. ",light golden color with a nice nose that is soft smooth and fruity on the palate accenting the food flavors and recalling the sometimes cool sunny slopes of the russian river valley love this sauvignon blanc and its genius wine maker merry edwards 
"Flashy and high - great Sauvignon Blanc!!! Low reflex almost light yellow clear. Odors of floral discreet perfume. Start gives a nice tingle on the toungue even though acidity isn't high. Very smooth going down and elegant aftertaste with some hidden citricity remaining in mouthtaste. Fresh and crisp. A plus also for the price, very fair.",flashy and high  great sauvignon blanc low reflex almost light yellow clear odors of floral discreet perfume start gives a nice tingle on the toungue even though acidity isnt high very smooth going down and elegant aftertaste with some hidden citricity remaining in mouthtaste fresh and crisp a plus also for the price very fair
"A pronounced floral bouquet.  The glass opens with a taste of sweet cherry, followed by melon accented with lemon.  The finish is slightly sweet, accented with honey.  Strong acidity and minerality throughout.  An outstanding Sauvignon Blanc!",a pronounced floral bouquet  the glass opens with a taste of sweet cherry followed by melon accented with lemon  the finish is slightly sweet accented with honey  strong acidity and minerality throughout  an outstanding sauvignon blanc
"2017 Sauvignon Blanc - lively and tropical on the nose. Pineapple candy, ripe nectarine and white peach. A little yeast influence with the time on lees giving a little more richness rather than imparting taste. A great balance on the palate. Soft mango fruit and a rounded texture. Excellent 92pts not sure I’ve ever given a new world Sauv Blanc a higher score. ",2017 sauvignon blanc  lively and tropical on the nose pineapple candy ripe nectarine and white peach a little yeast influence with the time on lees giving a little more richness rather than imparting taste a great balance on the palate soft mango fruit and a rounded texture excellent 92pts not sure ive ever given a new world sauv blanc a higher score 
"Visiting again one of my favorite wineries from California; the Mary Edwards Sauvignon Blanc 2014. 100% Sauvignon Blanco and Sonoma county the wine has scents of oak, pineapple, peach, and persimmon. Flavors of oak, pineapple, vanilla, and persimmon. Everytime I visit this winery, I buy a case of this wine. I also keep a library of the 2014 - Present Day. My recommendation? Buy it!",visiting again one of my favorite wineries from california the mary edwards sauvignon blanc 2014 100 sauvignon blanco and sonoma county the wine has scents of oak pineapple peach and persimmon flavors of oak pineapple vanilla and persimmon everytime i visit this winery i buy a case of this wine i also keep a library of the 2014  present day my recommendation buy it
"Really excellent SB that lived up to the hype. It has a distinctively plush and rounded mouthfeel that is outstanding, but doesn’t sacrifice any of the typical SB crispness. I wouldn’t go so far as to say I taste peach and stone fruit, but there is a beautiful melon aspect that tames the citrus. Easily the best Californian SB I’ve ever had - pleases both traditional SB enthusiasts and Chardonnay fans who prefer more body. ",really excellent sb that lived up to the hype it has a distinctively plush and rounded mouthfeel that is outstanding but doesnt sacrifice any of the typical sb crispness i wouldnt go so far as to say i taste peach and stone fruit but there is a beautiful melon aspect that tames the citrus easily the best californian sb ive ever had  pleases both traditional sb enthusiasts and chardonnay fans who prefer more body 
"Big, bold and almost chardonnay, but with a very citrusy finish. Grapefruit, and possibly pineapple flavors give way to a brashness and dryness that screams chard, but begs you to drink more, until it's gone. Will she for years to come, but is plenty ready now. Picked up at the vineyard and I wish I had more.",big bold and almost chardonnay but with a very citrusy finish grapefruit and possibly pineapple flavors give way to a brashness and dryness that screams chard but begs you to drink more until its gone will she for years to come but is plenty ready now picked up at the vineyard and i wish i had more
"On the nose:
Apple cider, honey, light vanilla.

On the palette:
Balanced perfectly, tongue coating. Lemon, honey, oak, vanilla. 

From a non sav blanc lover, this is the best sav blanc I’ve ever had.","on the nose
apple cider honey light vanilla

on the palette
balanced perfectly tongue coating lemon honey oak vanilla 

from a non sav blanc lover this is the best sav blanc ive ever had"
"I’m a rookie at the Sauv Blanc, however if they are all like this, I’m all onboard.",im a rookie at the sauv blanc however if they are all like this im all onboard
Crowd pleaser.  Peach. Citrus.  Medium body.  On the dryer side. ,crowd pleaser  peach citrus  medium body  on the dryer side 
Fantastic.  Soon to be Mom’s favorite wine.  She just doesn’t know it yet.,fantastic  soon to be moms favorite wine  she just doesnt know it yet
This is the best Sauvignon Blanc from California That I have ever tasted,this is the best sauvignon blanc from california that i have ever tasted
Cream and peach man,cream and peach man
"floral, slightly sweet, goes well with fish ",floral slightly sweet goes well with fish 
"Great Sauvignon blanc nose, but not the typical grassy acid afterbite.",great sauvignon blanc nose but not the typical grassy acid afterbite
A great summer wine. Crisp and not overly fruity or grassy,a great summer wine crisp and not overly fruity or grassy
Very unique and smooth,very unique and smooth
Yummy floral musque clone sauce blanc very unique and fun to drink with cheese,yummy floral musque clone sauce blanc very unique and fun to drink with cheese
"Super fruit. Peaches, strawberries
Not too acidious","super fruit peaches strawberries
not too acidious"
Beautiful Sav Blanc. Very distinguished palate,beautiful sav blanc very distinguished palate
Always fantastic Cali SB. ,always fantastic cali sb 
"Really great. Fruity, clean, applet, crisp.",really great fruity clean applet crisp
"Clean, crisp and dry!  Ultimate fish, chicken and white pasta pour!",clean crisp and dry  ultimate fish chicken and white pasta pour
"Agree great vine, but not S. B. Authentic .",agree great vine but not s b authentic 
"Thicker, smoked citrus, bruised citrus, tropical, green apple, pineapple",thicker smoked citrus bruised citrus tropical green apple pineapple
"Very nice, floral nose, light and crisp with slight pear and oak",very nice floral nose light and crisp with slight pear and oak
"Great solid sauv, super zesty ",great solid sauv super zesty 
Pale yellow and opaque rim. Smells of grapefruit. Full body Sauvignon blanc. Taste of apricot in the back with a nice finish.,pale yellow and opaque rim smells of grapefruit full body sauvignon blanc taste of apricot in the back with a nice finish
"4.3 lychee, guava, tropical fruits. Smooth and vanilla, acidic, but not aggressively so. ",43 lychee guava tropical fruits smooth and vanilla acidic but not aggressively so 
"Aromas of stone fruit, and tangerine. Smooth and very drinkable. I would definitely order again. ",aromas of stone fruit and tangerine smooth and very drinkable i would definitely order again 
very well ballanced with the right seafood will bring out the magic,very well ballanced with the right seafood will bring out the magic
Amazing and gentle Sauvignon! Nothing to dislike!,amazing and gentle sauvignon nothing to dislike
Drinking amazing right now. Wow! ,drinking amazing right now wow 
Just what the doctor ordered on a 108 degree day!  Outstanding Sauv!,just what the doctor ordered on a 108 degree day  outstanding sauv
Crisp with layered floral notes and light fruit. Multi-faceted but not heavy.,crisp with layered floral notes and light fruit multifaceted but not heavy
This ins great! Quite different. ,this ins great quite different 
A really beautiful wine — peach and grapefruit with nice minerals and stone fruit on the finish. ,a really beautiful wine  peach and grapefruit with nice minerals and stone fruit on the finish 
Ive been a Marlborough NZ Sauv Blanc guy and am still learning about the good California Sauv Blancs.  But i can say this one is excellent!,ive been a marlborough nz sauv blanc guy and am still learning about the good california sauv blancs  but i can say this one is excellent
Tropical fruits and some oak in the nose and on the palate. Lush long finish,tropical fruits and some oak in the nose and on the palate lush long finish
"Peach, pineapple, pear, floral, fantastic with spicy food.",peach pineapple pear floral fantastic with spicy food
Merry makes a mean Sauv Blanc,merry makes a mean sauv blanc
"Stunning. Full bodied with a grassy nose and a palette loaded with melon, grapefruit, lime, creamy pear and ripe peach on the long crisp finish.",stunning full bodied with a grassy nose and a palette loaded with melon grapefruit lime creamy pear and ripe peach on the long crisp finish
Amazing. Floral. Warm citrus in the mouth v,amazing floral warm citrus in the mouth v
"Orange blossom, clean and slight minerality on the finish.",orange blossom clean and slight minerality on the finish
"Pear and melon with a slight oak finish, very good mouth feel for a sav blanc.",pear and melon with a slight oak finish very good mouth feel for a sav blanc
"Beautiful full mouth feel, long finish",beautiful full mouth feel long finish
Rivals my love of the Marlborough NZ Sauvignon Blanc. Nose of peach. Honeydew melon and peach with low acidity. Excellent late night treat.,rivals my love of the marlborough nz sauvignon blanc nose of peach honeydew melon and peach with low acidity excellent late night treat
Peach pear and nice minerality. Great finish a,peach pear and nice minerality great finish a
"Maybe the best SB I've ever had. Pears, melon, hints of apple and lemon blend together in layers of flavor that just keep coming. Just terrific.",maybe the best sb ive ever had pears melon hints of apple and lemon blend together in layers of flavor that just keep coming just terrific
"White gold color; nose of yellow flowers; palate smooth, buttery honeydew melon on the long finish. Surprisingly un-grassy.  ",white gold color nose of yellow flowers palate smooth buttery honeydew melon on the long finish surprisingly ungrassy  
"Beautiful roundness, buttery, slight fruit and slight sweetness bring this white wine together to a delicious, fruity finish.",beautiful roundness buttery slight fruit and slight sweetness bring this white wine together to a delicious fruity finish
"Love this! Perfect for a summer day by the pool! Nice mouthfeel, and a slight creaminess.  Tropical notes as if I am on a beautiful Caribbean beach.",love this perfect for a summer day by the pool nice mouthfeel and a slight creaminess  tropical notes as if i am on a beautiful caribbean beach
"Big and round, tropical fruits, melon, pear, super balanced with great acidity, loved it!",big and round tropical fruits melon pear super balanced with great acidity loved it
"Excellent a great example of what a Sauvignon Blanc should be. Fruity, elegant and crisp. Consistent top performer, Marry has it down. ",excellent a great example of what a sauvignon blanc should be fruity elegant and crisp consistent top performer marry has it down 
Not overpowering. Not a blanc fan in general but this was magnificent. ,not overpowering not a blanc fan in general but this was magnificent 
Wow. Delicious. Smooth; rich with the brightness of a savignon blanc,wow delicious smooth rich with the brightness of a savignon blanc
"Excellent white—rich, but not overdone, fruity but balanced with mineral, and distinctive.",excellent whiterich but not overdone fruity but balanced with mineral and distinctive
OMG - best  Sauvignon blanc believe I have ever had. My quest is now to find more. ,omg  best  sauvignon blanc believe i have ever had my quest is now to find more 
"Enjoyed this wine with a fish oriented small plates meal at the Easterly restaurant in St Thomas on 2/19/22. Absolutely delicious. Well balanced, not overly minerally or likely, or flinty but just great. Love it. ",enjoyed this wine with a fish oriented small plates meal at the easterly restaurant in st thomas on 21922 absolutely delicious well balanced not overly minerally or likely or flinty but just great love it 
Buttery yet silky smooth with vanilla and spice ,buttery yet silky smooth with vanilla and spice 
"unusual, yummy sauvignon blanc with incredible oaked-aged fruit flavors.  best fresh and a bit below ambient temperature.  must try, at least to compare to.  drink it regularly if you can afford it.",unusual yummy sauvignon blanc with incredible oakedaged fruit flavors  best fresh and a bit below ambient temperature  must try at least to compare to  drink it regularly if you can afford it
"An interesting and delicious sauv blanc. It has the brightness and acid of a sauv blanc (typical notes like melon and peach) but the fullness and opulence of a refined chardonnay. The oak comes through as an undertone, not a confection. Would buy a case if I could find it!",an interesting and delicious sauv blanc it has the brightness and acid of a sauv blanc typical notes like melon and peach but the fullness and opulence of a refined chardonnay the oak comes through as an undertone not a confection would buy a case if i could find it
"Blind, I thought this was Viognier. It’s very floral, ripe, with a creamy, round texture you rarely see in Sauvignon Blanc. It also has lower acidity than what I would expect from Sauv Blanc, but enough to mostly balance out the opulent fruit. This isn’t typical by any means, but it’s fun and complex. Drink now ",blind i thought this was viognier its very floral ripe with a creamy round texture you rarely see in sauvignon blanc it also has lower acidity than what i would expect from sauv blanc but enough to mostly balance out the opulent fruit this isnt typical by any means but its fun and complex drink now 
"I'm already back for more of this Sauvignon Blanc (and I'm not big on whites generally). I'm enjoying like I'd normally a good red, and GF likes it too. So, rich and flavored.  Must chill, tho. It's pricey, but a treat. It's pushing 5* in my book.",im already back for more of this sauvignon blanc and im not big on whites generally im enjoying like id normally a good red and gf likes it too so rich and flavored  must chill tho its pricey but a treat its pushing 5 in my book
"Really something. My favourite California white thus far, by far. Not the crisp sav blanc I’m used to with the NZ wines, but much richer. A bit sweet, but a very complex flavour that goes through a few twists and turns before leaving you with a nice touch of sour and bitter — in a good way.",really something my favourite california white thus far by far not the crisp sav blanc im used to with the nz wines but much richer a bit sweet but a very complex flavour that goes through a few twists and turns before leaving you with a nice touch of sour and bitter  in a good way
"Light, refreshing and yes delicious ",light refreshing and yes delicious 
Lovely. Had with French laundry tasting menu,lovely had with french laundry tasting menu
This may be the perfect Sauv Blanc. The nose is light and lemony but a medium body on the palate. Notes of citrus upfront with a finish off melon rind. A very well-balanced acidity and dryness.,this may be the perfect sauv blanc the nose is light and lemony but a medium body on the palate notes of citrus upfront with a finish off melon rind a very wellbalanced acidity and dryness
Best Sav Blanc on the market ,best sav blanc on the market 
Unreal as always. Loved it. So well balanced and dynamic. ,unreal as always loved it so well balanced and dynamic 
Cold Spring wine store. Amazing stand alone full bodied alcohol forward Saudi gnome Blanc goes great with lemon tarragon chicken.  Yes!,cold spring wine store amazing stand alone full bodied alcohol forward saudi gnome blanc goes great with lemon tarragon chicken  yes
"Great floral notes.  Tropical fruit and full bodied sb, yet the right amount of acid to balance ",great floral notes  tropical fruit and full bodied sb yet the right amount of acid to balance 
"Liquid cocaine. White Cherries, orange blossoms. Creamy nectarines. Wow.",liquid cocaine white cherries orange blossoms creamy nectarines wow
"Bright, creamy, and smooth. Notes of pear. Slightly crisp. Delicious. ",bright creamy and smooth notes of pear slightly crisp delicious 
Buttery and delicious. Citrus and melon flavor. Some heat from 14.1% alc,buttery and delicious citrus and melon flavor some heat from 141 alc
"Full bodied citrus fruit, with rich honey and oak like a Chardonnay. Delicious",full bodied citrus fruit with rich honey and oak like a chardonnay delicious
Excellent blanc. Delightfully refreshing wine. Drank 2018 bottle in 2020.,excellent blanc delightfully refreshing wine drank 2018 bottle in 2020
"Nose: peach, apricot cotton candy, 
Mouth: mineral, sea salt, pear","nose peach apricot cotton candy 
mouth mineral sea salt pear"
Amazed at how well this ages. Our favorite us sauv blanc,amazed at how well this ages our favorite us sauv blanc
"Very Nice Wine. Tasty, Calm and elegant in all ways",very nice wine tasty calm and elegant in all ways
Rich fruit. Wonderful nose. 93,rich fruit wonderful nose 93
"One of my all time favorites. Medium body, great mouthfeel, citrus, wet stone. One of my favs. ",one of my all time favorites medium body great mouthfeel citrus wet stone one of my favs 
Crimson wine group dinner,crimson wine group dinner
"Pear, Mellon, good acid. A great pairing with sushi. ",pear mellon good acid a great pairing with sushi 
Great. More muted due to the bottle aging I suppose. ,great more muted due to the bottle aging i suppose 
Fantastik sauvignon 93 point,fantastik sauvignon 93 point
"Lemon and stone fruit on the nose smooth well balanced, great acid.",lemon and stone fruit on the nose smooth well balanced great acid
Wow! Wow! Wow! Who oaks a Sauvignon Blanc? Love it,wow wow wow who oaks a sauvignon blanc love it
A real treat at this price with a citrus tang and great for the next 15 years,a real treat at this price with a citrus tang and great for the next 15 years
Before flight home to Moscow perfect!,before flight home to moscow perfect
Very drinkable and elegant.,very drinkable and elegant
Oaked sav blanc.  Very unique and enjoyable ,oaked sav blanc  very unique and enjoyable 
"Barrel fermented in neutral oak; weekly battonage; creamy, floral, fruity, lime, full body; good with Thai food or spicy food.",barrel fermented in neutral oak weekly battonage creamy floral fruity lime full body good with thai food or spicy food
Great refreshing wine with pear and melon flavors ,great refreshing wine with pear and melon flavors 
Excellent white with a balanced acidity.,excellent white with a balanced acidity
About as good as a sauv b gets. Bold ripe fruit.,about as good as a sauv b gets bold ripe fruit
Very rich. Balanced. ,very rich balanced 
"Ooohhhh yum. Dangerously good. Crisp, citrusy. ",ooohhhh yum dangerously good crisp citrusy 
This wine is still drinking great! Paired well with Northern Thai spices too!,this wine is still drinking great paired well with northern thai spices too
"One of the yummiest crisp whites I’ve tried. Thought about giving a 4.5, but decided naked people on the label make this a perfect 5.0 :)",one of the yummiest crisp whites ive tried thought about giving a 45 but decided naked people on the label make this a perfect 50 
"Beautifully put together, creamy lush cantaloupe and green fruit with refreshing acidity; ebullient, tropics meets an English garden",beautifully put together creamy lush cantaloupe and green fruit with refreshing acidity ebullient tropics meets an english garden
"Fantastic,  unique and my all-time favorite",fantastic  unique and my alltime favorite
Nice balance with yellow aromas ,nice balance with yellow aromas 
Another excellent vintage of this benchmark sauvignon blanc.,another excellent vintage of this benchmark sauvignon blanc
"Perfectly balanced. Smooth, ripe fruit character with acid throughout. Lemon, lime, ripe apple. ",perfectly balanced smooth ripe fruit character with acid throughout lemon lime ripe apple 
"Elegant nose with light veggie hues, nicely zesty@palate.",elegant nose with light veggie hues nicely zestypalate
"Very different Sauvignon blanc, rich, nice oak, peach, smooth.",very different sauvignon blanc rich nice oak peach smooth
Absolutely amazing. So smooth with almost no detectable acidity!,absolutely amazing so smooth with almost no detectable acidity
Aromas of rich peachy fruits and floral notes. Creamy texture on the palate with a nice acidity. More of an exotic style Sauvignon blanc from Russian river! ,aromas of rich peachy fruits and floral notes creamy texture on the palate with a nice acidity more of an exotic style sauvignon blanc from russian river 
"After visiting the winery earlier this year, we decided to pop a bottle of this lovely juice and reminisce.  Ahhh...just as pure and tasty as the memory.",after visiting the winery earlier this year we decided to pop a bottle of this lovely juice and reminisce  ahhhjust as pure and tasty as the memory
"Undertone of oak, lemon citrus, a bit sweetness; a great wine for the summer, light and fresh. Better to enjoy with meal. Lack of complexity by itself ",undertone of oak lemon citrus a bit sweetness a great wine for the summer light and fresh better to enjoy with meal lack of complexity by itself 
"Terrific Sav Blanc. Nice acidity and great mouth feel. Very complex with plenty of fruit, tangerine, grapefruit and melon. Floral on the nose. Highly recommend.",terrific sav blanc nice acidity and great mouth feel very complex with plenty of fruit tangerine grapefruit and melon floral on the nose highly recommend
"Just the perfect Sauvignon Blanc. Extremely floral nose. Full of peach, apricot, pineapple. Just the right amount of citrus. Nice minerality. Enjoyed at the Modern.",just the perfect sauvignon blanc extremely floral nose full of peach apricot pineapple just the right amount of citrus nice minerality enjoyed at the modern
Been awhile since I have some ME Sav Blanc but her juice is wonderful. Love the light sweet notes (Apple and peach) as well as a good balance of citrus/acidity ,been awhile since i have some me sav blanc but her juice is wonderful love the light sweet notes apple and peach as well as a good balance of citrusacidity 
"This SB is delicious. Even though I like crisper and more acidic style this one is in its own class. Little creamy and smooth, with some oak notes and mango and citrus.",this sb is delicious even though i like crisper and more acidic style this one is in its own class little creamy and smooth with some oak notes and mango and citrus
"Poached pear, green apple on the nose, full body with long finish. Great balance. So, so smooth. Just a delicious wine. Great body—you can tell this has rested in the lees. ",poached pear green apple on the nose full body with long finish great balance so so smooth just a delicious wine great bodyyou can tell this has rested in the lees 
"What a day I had! My dive #250 happened and it was the best dive of the first 15 dives, but dive #252 bought a pod (19) of wild dolphins to us! OMG 😱 🐬🐬🐬🐬🐬🐬
Glad I had one more bottle of this wine to celebrate with! Saw 7 seahorses on this trip, so seahorse prop time! And time to dance 💃🏼 
Aromas of lemon, melon, pineapple, and minerals. 
Palate is delicious! It adds in white flowers, salinity, and happiness.
Dry, medium+ body, and crisp acidity.
14% alcohol 
I'm so exhausted 😴","what a day i had my dive 250 happened and it was the best dive of the first 15 dives but dive 252 bought a pod 19 of wild dolphins to us omg  
glad i had one more bottle of this wine to celebrate with saw 7 seahorses on this trip so seahorse prop time and time to dance  
aromas of lemon melon pineapple and minerals 
palate is delicious it adds in white flowers salinity and happiness
dry medium body and crisp acidity
14 alcohol 
im so exhausted "
"Pale lemon color; citrus aromas and some peach; medium body with tropical fruit and a slight creaminess on the palate; long finish. Incredibly smooth and delicious wine, fairly complex for a Sauvignon blanc. ",pale lemon color citrus aromas and some peach medium body with tropical fruit and a slight creaminess on the palate long finish incredibly smooth and delicious wine fairly complex for a sauvignon blanc 
"grassy, a bit dusty, stony, lime, slightly exotic, subtle vanilla touch, algae.
juicy, moderate acidity, crisp, slightly creamy.
exotic fruit, herbaceous with green notes, apple.
rich structural finish, intense, juicy & very concentrated finale. length is great.","grassy a bit dusty stony lime slightly exotic subtle vanilla touch algae
juicy moderate acidity crisp slightly creamy
exotic fruit herbaceous with green notes apple
rich structural finish intense juicy  very concentrated finale length is great"
"Light straw. 
White flowers, pineapple 🍍 quince, green apple 🍏 lemon curd 🍋 shells 🐚. 
Full bodied, dry, M+ acidity, silky smooth, creamy, full MLF, 18% new oak, 14.8% abv, but balanced and delicious. 
10 K cases made. ","light straw 
white flowers pineapple  quince green apple  lemon curd  shells  
full bodied dry m acidity silky smooth creamy full mlf 18 new oak 148 abv but balanced and delicious 
10 k cases made "
"Great Sauvignon Blanc, drunk from a magnum with a couple of years. This isn't built for age like a BDX Blanc, but the large format and a couple of years has definitely added layers.  Lots of tropical notes, with some guava, pineapple, elderflower, orange, and orange peel, with pineapple, key lime, and a little coconut on the palate. Some stone minerality too, and just a little nutty (cashew?) note.",great sauvignon blanc drunk from a magnum with a couple of years this isnt built for age like a bdx blanc but the large format and a couple of years has definitely added layers  lots of tropical notes with some guava pineapple elderflower orange and orange peel with pineapple key lime and a little coconut on the palate some stone minerality too and just a little nutty cashew note
"Merry Edwards 2020 Sauvignon Blanc. Done in French oak with a yeast stir every week for 10 weeks. Light straw color with a nose of honey, honeydew melon, casaba melon & floral.  The drink features notes of honeydew, casaba melon, mango, pear, peach, tropical, pink grapefruit, pineapple & vanilla on a French oak finish. This beautiful, SB will pair well with Asian food, seafood or chicken. A great stand-alone as well. Been a while since I've had a good SB.  4.5 stars.

🎶 David Bowie - Alladin Sane 🎶","merry edwards 2020 sauvignon blanc done in french oak with a yeast stir every week for 10 weeks light straw color with a nose of honey honeydew melon casaba melon  floral  the drink features notes of honeydew casaba melon mango pear peach tropical pink grapefruit pineapple  vanilla on a french oak finish this beautiful sb will pair well with asian food seafood or chicken a great standalone as well been a while since ive had a good sb  45 stars

 david bowie  alladin sane "
"This is a dry mildly acidic wine with notes of citrus, tropical fruit, and light vanilla on the nose. The palate has notes of white peach and mango with wonderful mineral undertones. One of my favorite white wines",this is a dry mildly acidic wine with notes of citrus tropical fruit and light vanilla on the nose the palate has notes of white peach and mango with wonderful mineral undertones one of my favorite white wines
"Clear pale lemon in color with medium intensity and notes of grapefruit, candied tangerine peel, and lemon heads. This wine is dry with medium plus acid, medium body, medium minus alcohol, and a medium finish. 90/100",clear pale lemon in color with medium intensity and notes of grapefruit candied tangerine peel and lemon heads this wine is dry with medium plus acid medium body medium minus alcohol and a medium finish 90100
Solid Sav Blanc. Citrus is foremost but oak influence is evident. Pears and peaches primarily with creamy melon and some tropical grapefruit-y zest to finish. 👌🏽,solid sav blanc citrus is foremost but oak influence is evident pears and peaches primarily with creamy melon and some tropical grapefruity zest to finish 
A little young right now but delicious. High acidity with beautiful color and taste. Heavier with slight creaminess. Can't wait to revisit this one in a few years.,a little young right now but delicious high acidity with beautiful color and taste heavier with slight creaminess cant wait to revisit this one in a few years
"Best Sauvignon Blanc I had in a long time. Feels quite sweet with tree fruit notes (pear, apple) and a nice citrusy finish. Well balanced and smooth, goes in really easy!",best sauvignon blanc i had in a long time feels quite sweet with tree fruit notes pear apple and a nice citrusy finish well balanced and smooth goes in really easy
"Sauvignon Blanc tasting in Tokyo:  Everyone had this as their second favorite.  A softer palate then the others with melon in the palate nice acidity and a great, somewhat sweet, finish",sauvignon blanc tasting in tokyo  everyone had this as their second favorite  a softer palate then the others with melon in the palate nice acidity and a great somewhat sweet finish
"My second favorite Sauvignon Blanc ever. Beautiful lemon and citrus notes along with honey and perfect amount of acidity for backbone! Not dry at all, juicy right to the end.",my second favorite sauvignon blanc ever beautiful lemon and citrus notes along with honey and perfect amount of acidity for backbone not dry at all juicy right to the end
"A truly excellent Californian SB. Subtle honey, peach, lemon, with a nice bit of salinity and minerality.",a truly excellent californian sb subtle honey peach lemon with a nice bit of salinity and minerality
"A light plus bodied pale yellow white with flavors of citrus, peach, some apple, noticeable minerality, slight cream from malolactic fermentation, and subtle oak flavors.",a light plus bodied pale yellow white with flavors of citrus peach some apple noticeable minerality slight cream from malolactic fermentation and subtle oak flavors
"I hate Sauvignon blanc.  But ok this is good.  Loads of pineapple, something a little stinky.  Sour and tropical and slightly weird.  Like that dance teacher on the Gilmore girls.",i hate sauvignon blanc  but ok this is good  loads of pineapple something a little stinky  sour and tropical and slightly weird  like that dance teacher on the gilmore girls
"Pure juicy fruit with a hint of creaminess and a citrus backbone.  Full disclosure: this is consistently my favorite SB.  Whenever I find it on a menu, I order it and have never been disappointed.  ",pure juicy fruit with a hint of creaminess and a citrus backbone  full disclosure this is consistently my favorite sb  whenever i find it on a menu i order it and have never been disappointed  
"Pale green with no rim MEDIUM+LEGS STRONG AROMA grapefruit tropical fruit grass STRONG FLAVOR grapefruit lime mandarin orange earth MEDIUM BODY MEDIUM+ACID VERY LONG DURATION 

Excellent with salmon","pale green with no rim mediumlegs strong aroma grapefruit tropical fruit grass strong flavor grapefruit lime mandarin orange earth medium body mediumacid very long duration 

excellent with salmon"
"Best Sav Blanc ever! I am not a SB fan but this is amazing.  It is spendy, but amazing…not overly citrus, some vanilla.",best sav blanc ever i am not a sb fan but this is amazing  it is spendy but amazingnot overly citrus some vanilla
"A big number and a fantastic SB..  Consumed in Chicago,  I was going to do a great Pinot but none left in stock tonight.. 

Anyway,  beautiful peach and pear,  extended white fruit layers.. ..","a big number and a fantastic sb  consumed in chicago  i was going to do a great pinot but none left in stock tonight 

anyway  beautiful peach and pear  extended white fruit layers "
"Smooth, minerality, peach, apricot.  Delicious!  Definitely buy it again!",smooth minerality peach apricot  delicious  definitely buy it again
